"temperature","suitability","occurrence"
-10,-0.107784359610437,0
-9.95995995995996,-0.13948469418569,0
-9.91991991991992,-0.141357832109474,0
-9.87987987987988,-0.0681319473920471,0
-9.83983983983984,0.140441809292625,0
-9.7997997997998,0.020572051661809,0
-9.75975975975976,0.178587038667623,0
-9.71971971971972,0.393449082062094,0
-9.67967967967968,0.0609559942734991,0
-9.63963963963964,0.0104643414495218,0
-9.5995995995996,-0.0765592956458456,0
-9.55955955955956,-0.00103729974656054,0
-9.51951951951952,-0.12507781280218,0
-9.47947947947948,0.00396902602087991,0
-9.43943943943944,-0.0248945377796995,0
-9.3993993993994,-0.128318509403375,0
-9.35935935935936,0.135783513532692,0
-9.31931931931932,-0.025953225147762,0
-9.27927927927928,-0.034877811327881,0
-9.23923923923924,-0.0336192715259264,0
-9.1991991991992,-0.133406829017893,0
-9.15915915915916,0.0792226994279352,0
-9.11911911911912,0.0629425495375627,0
-9.07907907907908,0.042326876503503,0
-9.03903903903904,0.124678993227107,0
-8.998998998999,-0.0313226581544889,0
-8.95895895895896,-0.0133055170583216,0
-8.91891891891892,-0.0248764436094675,0
-8.87887887887888,-0.0863085192226644,0
-8.83883883883884,0.0501692061162758,0
-8.7987987987988,-0.117017500831275,0
-8.75875875875876,0.0740800077297958,0
-8.71871871871872,-0.108676648259688,0
-8.67867867867868,-0.0322349760390688,0
-8.63863863863864,0.042137846136486,0
-8.5985985985986,-0.0790075013559989,0
-8.55855855855856,0.0711129726363367,0
-8.51851851851852,0.0552245340605921,0
-8.47847847847848,0.142068449820045,0
-8.43843843843844,-0.109398342431224,0
-8.3983983983984,-0.173727555232191,0
-8.35835835835836,-0.00984908292342064,0
-8.31831831831832,-0.047386100109553,0
-8.27827827827828,0.0974862726671556,0
-8.23823823823824,-0.118205401289223,0
-8.1981981981982,-0.116843740866319,0
-8.15815815815816,0.0531723074913523,0
-8.11811811811812,0.0820478126931989,1
-8.07807807807808,-0.112758607620893,0
-8.03803803803804,-0.118560655178747,0
-7.997997997998,0.126534886869898,0
-7.95795795795796,0.0207662703832588,0
-7.91791791791792,-0.0785991458319852,0
-7.87787787787788,-0.135268249194528,0
-7.83783783783784,0.179688288248652,0
-7.7977977977978,-0.141069050968029,0
-7.75775775775776,0.116047453239484,0
-7.71771771771772,-0.124788878599286,0
-7.67767767767768,0.00857487210384966,0
-7.63763763763764,0.0929072854074302,0
-7.5975975975976,0.0183079618842196,0
-7.55755755755756,0.0908242447726677,0
-7.51751751751752,-0.0466365529887991,0
-7.47747747747748,0.025117974784468,0
-7.43743743743744,0.0717680666310246,0
-7.3973973973974,0.176260019607195,0
-7.35735735735736,0.115710432397068,0
-7.31731731731732,0.0440184674478056,0
-7.27727727727728,0.164536121525226,0
-7.23723723723724,-0.110962895286212,0
-7.1971971971972,0.0821794568210074,0
-7.15715715715716,-0.0493223098079966,0
-7.11711711711712,0.0452800692145426,0
-7.07707707707708,0.0278015636746261,0
-7.03703703703704,-0.0217080912631939,0
-6.996996996997,-0.0598448360309178,0
-6.95695695695696,0.00975200625137975,0
-6.91691691691692,0.117798224589817,0
-6.87687687687688,-0.00652847098283046,0
-6.83683683683684,0.0318530506277946,0
-6.7967967967968,0.021223071001753,0
-6.75675675675676,0.105176503702419,1
-6.71671671671672,0.187182491606395,0
-6.67667667667668,-0.0590179004594376,0
-6.63663663663664,-0.115462246388369,0
-6.5965965965966,0.120406557977941,0
-6.55655655655656,-0.0188065565576577,0
-6.51651651651652,0.174828497908158,0
-6.47647647647648,0.16419861827697,0
-6.43643643643644,0.373891904115429,0
-6.3963963963964,0.00774579778502326,0
-6.35635635635636,0.0291170421886897,0
-6.31631631631632,-0.100668163122864,0
-6.27627627627628,0.0300433564297677,0
-6.23623623623624,0.0659980128325168,0
-6.1961961961962,0.0389564431473612,0
-6.15615615615616,-0.0617570691653146,0
-6.11611611611612,-0.00447653953161685,0
-6.07607607607608,0.0870077795912803,0
-6.03603603603604,-0.10101221835622,0
-5.995995995996,0.178340279149776,0
-5.95595595595596,0.0422807808882908,0
-5.91591591591592,-0.103698251533123,0
-5.87587587587588,0.067174427695003,0
-5.83583583583584,-0.0667690279801509,0
-5.7957957957958,0.20436482432635,0
-5.75575575575576,-0.0307584594465821,0
-5.71571571571572,-0.0461981305313918,0
-5.67567567567568,0.0323450228787784,0
-5.63563563563564,0.0457291544042611,0
-5.5955955955956,0.0445072107761548,0
-5.55555555555556,0.0874008466786554,0
-5.51551551551552,-0.0409127546839958,0
-5.47547547547548,-0.0829076204765312,0
-5.43543543543544,-0.00409582425059704,0
-5.3953953953954,-0.149358108092352,0
-5.35535535535536,0.0259976602318921,0
-5.31531531531532,0.125745869346099,0
-5.27527527527528,0.0878354170369006,0
-5.23523523523524,-0.038420564888083,0
-5.1951951951952,0.0102034619279392,0
-5.15515515515516,0.0753777605989963,0
-5.11511511511512,0.0186228063012461,0
-5.07507507507508,0.0159500493729448,0
-5.03503503503504,0.0249161877777419,0
-4.99499499499499,0.150644529178136,0
-4.95495495495495,-0.0261957220664385,0
-4.91491491491491,0.0259817615988804,0
-4.87487487487487,-0.0895964787076131,0
-4.83483483483483,-0.165964122555755,0
-4.79479479479479,0.0316950743225617,0
-4.75475475475475,-0.0551158335983701,0
-4.71471471471471,0.0393422185323428,0
-4.67467467467467,-0.0444088595543823,0
-4.63463463463463,0.0456347851357853,0
-4.59459459459459,0.0031748401228694,0
-4.55455455455455,-0.0174084959194049,0
-4.51451451451451,-0.023959827268161,0
-4.47447447447447,-0.00793557648451148,0
-4.43443443443443,0.00416484003370065,0
-4.39439439439439,0.123276406437523,0
-4.35435435435435,0.10343627599676,0
-4.31431431431431,0.0419983099955527,0
-4.27427427427427,0.123255024967316,0
-4.23423423423423,0.105989072171266,0
-4.19419419419419,-0.0744631482905805,0
-4.15415415415415,0.0991132562056071,0
