"","bio_1","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","occurrence"
"1",8.22078990936279,15.6020889282227,1.35161006450653,875,93,48,22.0681762695312,274,161,231,206,6.85493898391724,30.9428825378418,587.181762695312,20.7292423248291,-1.42428195476532,22.1535243988037,8.94882488250732,3.53907752037048,1
"2",8.29960441589355,16.2171249389648,0.764625072479248,655,74,37,21.0293827056885,208,120,208,139,7.09983348846436,29.8666839599609,636.011291503906,21.6005001068115,-2.1712498664856,23.77174949646,16.2171249389648,3.33275008201599,1
"3",8.31336498260498,16.2861671447754,0.614291667938232,615,68,35,20.8878841400146,198,114,198,131,6.79127073287964,28.7205924987793,642.752258300781,21.4042491912842,-2.24175000190735,23.6459999084473,16.2861671447754,3.42974996566772,1
"4",9.18166637420654,16.4606666564941,2.21066665649414,789,84,41,23.3064861297607,248,138,216,179,5.50966691970825,26.1418991088867,588.59375,20.6720008850098,-0.404000014066696,21.076000213623,10.0609998703003,4.60366678237915,1
"5",8.58239459991455,16.3524475097656,1.29481017589569,674,68,37,16.8253288269043,195,133,195,160,7.3106541633606,31.1430511474609,616.119689941406,21.7610130310059,-1.71341776847839,23.4744300842285,16.3524475097656,3.98531651496887,1
"6",8.61006259918213,16.1634159088135,1.4615832567215,802,79,45,17.2130508422852,227,156,227,189,7.921875,33.6000137329102,600.806213378906,21.9417495727539,-1.63524997234344,23.5769996643066,16.1634159088135,4.18383359909058,1
"7",8.24992656707764,16.4433746337891,0.253583282232285,575,65,33,22.0600872039795,189,107,189,121,7.49885416030884,30.197437286377,662.157531738281,22.0555000305176,-2.77725005149841,24.8327503204346,16.4433746337891,3.4184582233429,1
"8",8.46811103820801,16.7726974487305,0.496984958648682,525,59,27,23.127534866333,173,96,173,105,7.21302366256714,29.1888656616211,664.664367675781,22.080904006958,-2.63065314292908,24.7115573883057,16.7726974487305,3.71046900749207,1
"9",8.78353118896484,16.2434158325195,1.68062508106232,781,80,42,17.9682559967041,224,147,224,176,7.56622886657715,33.0439109802246,596.059326171875,21.59375,-1.30374991893768,22.8974990844727,16.2434158325195,4.37308359146118,1
"10",9.21240615844727,16.9439163208008,1.90179169178009,757,73,43,15.5685834884644,216,151,216,178,7.50543737411499,31.8874855041504,614.924133300781,22.4122505187988,-1.125,23.5372505187988,16.9439163208008,4.75054168701172,1
